nom projet,work_Id,SPV,permalink,Type (AU),Responsable,date_PMBAIL,date_BAIL,date_Accord,date_fin_Chantier,date_debut_Chantier,date accord (PCM1),date accord (PCM2),date accord (PCM3),date accord (Transf DP),date accord (Transf PC),Validite,Reception DAACT,Type Tarif,Date T0,Date depot AO,Date Demande Racco,Date Reception PTF,Date reception CR(D),Date paiement acompte PTF,Date paiement acompte CR(D),Date reception (CARDI),Date MES,Date signature CA,Date GO CONSTRUCTION,Date Consuel,NB_PMBAIL,conf_PMBAIL,perM_PMBAIL,url_PMBAIL,Nom_PMBAIL,createdDate_PMBAIL,NB_EHF,conf_EHF,perM_EHF,url_EHF,Nom_EHF,createdDate_EHF,NB_SBN,conf_SBN,perM_SBN,url_SBN,Nom_SBN,createdDate_SBN,NB_PRODPC,conf_PRODPC,perM_PRODPC,url_PRODPC,Nom_PRODPC,createdDate_PRODPC,NB_ARRETEPC,conf_ARRETEPC,perM_ARRETEPC,url_ARRETEPC,Nom_ARRETEPC,createdDate_ARRETEPC,NB_PRODDP,conf_PRODDP,perM_PRODDP,url_PRODDP,Nom_PRODDP,createdDate_PRODDP,NB_ARRETEDP,conf_ARRETEDP,perM_ARRETEDP,url_ARRETEDP,Nom_ARRETEDP,createdDate_ARRETEDP,NB_CONSTATPC,conf_CONSTATPC,perM_CONSTATPC,url_CONSTATPC,Nom_CONSTATPC,createdDate_CONSTATPC,NB_CNRPC,conf_CNRPC,perM_CNRPC,url_CNRPC,Nom_CNRPC,createdDate_CNRPC,NB_CONSTATDP,conf_CONSTATDP,perM_CONSTATDP,url_CONSTATDP,Nom_CONSTATDP,createdDate_CONSTATDP,NB_CNRDP,conf_CNRDP,perM_CNRDP,url_CNRDP,Nom_CNRDP,createdDate_CNRDP,NB_PROROG1PC,conf_PROROG1PC,perM_PROROG1PC,url_PROROG1PC,Nom_PROROG1PC,createdDate_PROROG1PC,NB_PROROGCONSTAT1PC,conf_PROROGCONSTAT1PC,perM_PROROGCONSTAT1PC,url_PROROGCONSTAT1PC,Nom_PROROGCONSTAT1PC,createdDate_PROROGCONSTAT1PC,NB_PROROGCNR1PC,conf_PROROGCNR1PC,perM_PROROGCNR1PC,url_PROROGCNR1PC,Nom_PROROGCNR1PC,createdDate_PROROGCNR1PC,NB_PROROG2PC,conf_PROROG2PC,perM_PROROG2PC,url_PROROG2PC,Nom_PROROG2PC,createdDate_PROROG2PC,NB_PROROGCONSTAT2PC,conf_PROROGCONSTAT2PC,perM_PROROGCONSTAT2PC,url_PROROGCONSTAT2PC,Nom_PROROGCONSTAT2PC,createdDate_PROROGCONSTAT2PC,NB_PROROGCNR2PC,conf_PROROGCNR2PC,perM_PROROGCNR2PC,url_PROROGCNR2PC,Nom_PROROGCNR2PC,createdDate_PROROGCNR2PC,NB_PROROG1DP,conf_PROROG1DP,perM_PROROG1DP,url_PROROG1DP,Nom_PROROG1DP,createdDate_PROROG1DP,NB_PROROGCONSTAT1DP,conf_PROROGCONSTAT1DP,perM_PROROGCONSTAT1DP,url_PROROGCONSTAT1DP,Nom_PROROGCONSTAT1DP,createdDate_PROROGCONSTAT1DP,NB_PROROGCNR1DP,conf_PROROGCNR1DP,perM_PROROGCNR1DP,url_PROROGCNR1DP,Nom_PROROGCNR1DP,createdDate_PROROGCNR1DP,NB_PROROG2DP,conf_PROROG2DP,perM_PROROG2DP,url_PROROG2DP,Nom_PROROG2DP,createdDate_PROROG2DP,NB_PROROGCONSTAT2DP,conf_PROROGCONSTAT2DP,perM_PROROGCONSTAT2DP,url_PROROGCONSTAT2DP,Nom_PROROGCONSTAT2DP,createdDate_PROROGCONSTAT2DP,NB_PROROGCNR2DP,conf_PROROGCNR2DP,perM_PROROGCNR2DP,url_PROROGCNR2DP,Nom_PROROGCNR2DP,createdDate_PROROGCNR2DP,NB_DOC,conf_DOC,perM_DOC,url_DOC,Nom_DOC,createdDate_DOC,NB_DAACT,conf_DAACT,perM_DAACT,url_DAACT,Nom_DAACT,createdDate_DAACT,NB_PCM,conf_PCM,perM_PCM,url_PCM,Nom_PCM,createdDate_PCM,NB_PCMARRETE,conf_PCMARRETE,perM_PCMARRETE,url_PCMARRETE,Nom_PCMARRETE,createdDate_PCMARRETE,NB_PCMCONSTAT,conf_PCMCONSTAT,perM_PCMCONSTAT,url_PCMCONSTAT,Nom_PCMCONSTAT,createdDate_PCMCONSTAT,NB_PCMCNR,conf_PCMCNR,perM_PCMCNR,url_PCMCNR,Nom_PCMCNR,createdDate_PCMCNR,NB_PCM2,conf_PCM2,perM_PCM2,url_PCM2,Nom_PCM2,createdDate_PCM2,NB_PCMARRETE2,conf_PCMARRETE2,perM_PCMARRETE2,url_PCMARRETE2,Nom_PCMARRETE2,createdDate_PCMARRETE2,NB_PCMCONSTAT2,conf_PCMCONSTAT2,perM_PCMCONSTAT2,url_PCMCONSTAT2,Nom_PCMCONSTAT2,createdDate_PCMCONSTAT2,NB_PCMCNR2,conf_PCMCNR2,perM_PCMCNR2,url_PCMCNR2,Nom_PCMCNR2,createdDate_PCMCNR2,NB_PCM3,conf_PCM3,perM_PCM3,url_PCM3,Nom_PCM3,createdDate_PCM3,NB_PCMARRETE3,conf_PCMARRETE3,perM_PCMARRETE3,url_PCMARRETE3,Nom_PCMARRETE3,createdDate_PCMARRETE3,NB_PCMCONSTAT3,conf_PCMCONSTAT3,perM_PCMCONSTAT3,url_PCMCONSTAT3,Nom_PCMCONSTAT3,createdDate_PCMCONSTAT3,NB_PCMCNR3,conf_PCMCNR3,perM_PCMCNR3,url_PCMCNR3,Nom_PCMCNR3,createdDate_PCMCNR3,NB_TRANSFERT,conf_TRANSFERT,perM_TRANSFERT,url_TRANSFERT,Nom_TRANSFERT,createdDate_TRANSFERT,NB_TRANSFERTCONSTAT,conf_TRANSFERTCONSTAT,perM_TRANSFERTCONSTAT,url_TRANSFERTCONSTAT,Nom_TRANSFERTCONSTAT,createdDate_TRANSFERTCONSTAT,NB_TRANSFERTCNR,conf_TRANSFERTCNR,perM_TRANSFERTCNR,url_TRANSFERTCNR,Nom_TRANSFERTCNR,createdDate_TRANSFERTCNR,NB_LAUREAT,conf_LAUREAT,perM_LAUREAT,url_LAUREAT,Nom_LAUREAT,createdDate_LAUREAT,NB_DOSSIERAO,conf_DOSSIERAO,perM_DOSSIERAO,url_DOSSIERAO,Nom_DOSSIERAO,createdDate_DOSSIERAO,NB_DDROA,conf_DDROA,perM_DDROA,url_DDROA,Nom_DDROA,createdDate_DDROA,NB_DDRCRE,conf_DDRCRE,perM_DDRCRE,url_DDRCRE,Nom_DDRCRE,createdDate_DDRCRE,NB_PTF,conf_PTF,perM_PTF,url_PTF,Nom_PTF,createdDate_PTF,NB_CRD,conf_CRD,perM_CRD,url_CRD,Nom_CRD,createdDate_CRD,NB_ACOMPTEPTF,conf_ACOMPTEPTF,perM_ACOMPTEPTF,url_ACOMPTEPTF,Nom_ACOMPTEPTF,createdDate_ACOMPTEPTF,NB_ACOMPTECRD,conf_ACOMPTECRD,perM_ACOMPTECRD,url_ACOMPTECRD,Nom_ACOMPTECRD,createdDate_ACOMPTECRD,NB_CARDI,conf_CARDI,perM_CARDI,url_CARDI,Nom_CARDI,createdDate_CARDI,NB_CEX,conf_CEX,perM_CEX,url_CEX,Nom_CEX,createdDate_CEX,NB_MES,conf_MES,perM_MES,url_MES,Nom_MES,createdDate_MES,NB_CONTRATHA,conf_CONTRATHA,perM_CONTRATHA,url_CONTRATHA,Nom_CONTRATHA,createdDate_CONTRATHA,NB_CONSUELV1,conf_CONSUELV1,perM_CONSUELV1,url_CONSUELV1,Nom_CONSUELV1,createdDate_CONSUELV1,NB_DOEV1,conf_DOEV1,perM_DOEV1,url_DOEV1,Nom_DOEV1,createdDate_DOEV1,NB_PVRV1,conf_PVRV1,perM_PVRV1,url_PVRV1,Nom_PVRV1,createdDate_PVRV1,NB_CONSUELV2,conf_CONSUELV2,perM_CONSUELV2,url_CONSUELV2,Nom_CONSUELV2,createdDate_CONSUELV2,NB_DOEV2,conf_DOEV2,perM_DOEV2,url_DOEV2,Nom_DOEV2,createdDate_DOEV2,NB_PVRV2,conf_PVRV2,perM_PVRV2,url_PVRV2,Nom_PVRV2,createdDate_PVRV2,Mis à jour
Lapeyre-1,IEACTCKNI4LVU7BC,ENOE PV01,https://www.wrike.com/open.htm?id=391805986,PC,GAUBERTI Anansa,2018-10-19,2020-09-09,2019-07-02,2021-12-10,2021-04-15,,,,,,2022-07-02,2022-03-15,Obligation d'achat S17,2019-10-18,,2019-09-17,,2020-02-10,,2020-05-12,2022-01-13,2022-06-15,,2020-12-03,2021-11-17,1,1,https://www.wrike.com/open.htm?id=407853976,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=475569954,,,,1,1,https://www.wrike.com/open.htm?id=407853518,,,,1,1,https://www.wrike.com/open.htm?id=407853521,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=479984820,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=407853525,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=450194900,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=450194480,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=450194481,,,,1,1,https://www.wrike.com/open.htm?id=450194485,,,,1,1,https://www.wrike.com/open.htm?id=450194487,,,,1,1,https://www.wrike.com/open.htm?id=589199567,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=518869434,,,,2,1,https://www.wrike.com/open.htm?id=518869430,,,,0,0,,,,,2023-03-03 10:50:16
Motte-1,IEACTCKNI4LVXMNS,ENOE PV01,https://www.wrike.com/open.htm?id=391885234,PC,GAUBERTI Anansa,2018-10-05,2021-05-27,2019-07-19,2022-02-25,2021-04-01,,,,,,2022-07-19,2022-03-18,Obligation d'achat S17,2019-09-30,,2019-09-27,,2020-02-04,,2020-05-04,2022-10-05,2022-10-13,2022-12-02,2021-05-27,2021-11-02,1,1,https://www.wrike.com/open.htm?id=407854430,,,,1,1,https://www.wrike.com/open.htm?id=407854442,,,,1,1,https://www.wrike.com/open.htm?id=475569878,,,,1,1,https://www.wrike.com/open.htm?id=407853704,,,,1,1,https://www.wrike.com/open.htm?id=407853711,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=479984741,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=407853714,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=450195037,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=450194662,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=450194664,,,,1,1,https://www.wrike.com/open.htm?id=450194669,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=589200535,,,,1,1,https://www.wrike.com/open.htm?id=589200537,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=518872036,,,,2,1,https://www.wrike.com/open.htm?id=518872031,,,,0,0,,,,,2023-03-03 10:50:16
Michellon,IEACTCKNI4LWZUZF,ENOE PV01,https://www.wrike.com/open.htm?id=393007909,PC,GAUBERTI Anansa,2018-09-11,2022-01-11,2019-07-12,2022-03-24,2021-03-08,,,,,,2022-07-12,2022-05-05,Obligation d'achat S17,2020-02-06,,2019-12-29,,2020-04-24,,2020-11-30,2022-06-21,2022-08-11,,2022-01-11,2022-01-17,1,1,https://www.wrike.com/open.htm?id=407854329,,,,1,1,https://www.wrike.com/open.htm?id=407854342,,,,1,1,https://www.wrike.com/open.htm?id=475569895,,,,1,1,https://www.wrike.com/open.htm?id=407853655,,,,1,1,https://www.wrike.com/open.htm?id=407853660,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=479984755,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=407853669,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=450195010,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=450194623,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=450194634,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=589200438,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=518871704,,,,2,1,https://www.wrike.com/open.htm?id=518871700,,,,0,0,,,,,2023-03-03 10:50:16
Amat-3,IEACTCKNI4LXV3QB,ENOE PV01,https://www.wrike.com/open.htm?id=393932289,PC,GAUBERTI Anansa,2018-10-19,2020-09-07,2019-08-19,2022-03-24,2020-09-14,,,,,,2022-08-19,2022-03-15,Obligation d'achat S17,2019-09-30,,2019-09-27,,2020-02-10,,2020-06-23,2021-11-04,2022-06-15,,2020-12-03,2021-11-02,1,1,https://www.wrike.com/open.htm?id=407853757,,,,1,1,https://www.wrike.com/open.htm?id=407853780,,,,1,1,https://www.wrike.com/open.htm?id=475570038,,,,1,1,https://www.wrike.com/open.htm?id=407853428,,,,1,1,https://www.wrike.com/open.htm?id=407853431,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=479985077,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=407853437,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=450194687,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=450194101,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=450194106,,,,1,1,https://www.wrike.com/open.htm?id=450194107,,,,1,1,https://www.wrike.com/open.htm?id=589197870,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=518829031,,,,2,1,https://www.wrike.com/open.htm?id=518829028,,,,0,0,,,,,2023-03-03 10:50:16
Billaud-2,IEACTCKNI4LYB6HH,ENOE PV10,https://www.wrike.com/open.htm?id=394328295,PC,CONGARD Kévin,2018-10-13,2022-01-12,2019-05-15,,2021-07-12,2019-05-04,,,,,2022-05-15,2022-12-23,Obligation d'achat S17,2020-05-05,,2020-02-13,,2020-07-17,,2020-09-16,2022-09-23,2023-02-03,,2021-12-17,2022-06-27,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=475569836,,,,1,1,https://www.wrike.com/open.htm?id=616453030,,,,1,1,https://www.wrike.com/open.htm?id=616453027,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=616453032,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=616453029,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=616453043,,,,2,1,https://www.wrike.com/open.htm?id=616453046,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=450353143,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=450352361,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=450352362,,,,1,1,https://www.wrike.com/open.htm?id=450352369,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Allard-1,IEACTCKNI4MA7S2C,ECO-18,https://www.wrike.com/open.htm?id=403688258,PC,CONGARD Kévin,2018-02-05,2020-07-24,2018-12-24,2021-06-14,2020-08-24,,,,,,2021-12-24,2022-12-01,Obligation d'achat S17,2019-03-29,,2019-03-26,,2019-06-27,,2019-09-02,2021-12-02,2022-01-05,,2020-08-26,2021-04-16,1,1,https://www.wrike.com/open.htm?id=403689456,,,,1,1,https://www.wrike.com/open.htm?id=403689467,,,,1,1,https://www.wrike.com/open.htm?id=475570833,,,,1,1,https://www.wrike.com/open.htm?id=403688499,,,,1,1,https://www.wrike.com/open.htm?id=403688502,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=479918126,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=403688505,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=448997423,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=448995405,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=448995406,,,,1,1,https://www.wrike.com/open.htm?id=448995412,,,,1,1,https://www.wrike.com/open.htm?id=448995413,,,,1,1,https://www.wrike.com/open.htm?id=589197813,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=517895532,,,,2,1,https://www.wrike.com/open.htm?id=517895530,,,,0,0,,,,,2023-03-03 10:50:16
Arnaud,IEACTCKNI4MA7S2D,ECO-18,https://www.wrike.com/open.htm?id=403688259,PC,CONGARD Kévin,2018-02-15,2020-09-30,2018-07-16,2020-10-19,2020-04-27,,,,,,2021-07-16,2022-03-16,Obligation d'achat S17,2018-09-28,,2018-09-27,,2018-12-11,,2019-02-28,2020-08-17,2021-01-04,2022-04-26,2020-08-26,2020-03-17,1,1,https://www.wrike.com/open.htm?id=406537703,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=475570805,,,,1,1,https://www.wrike.com/open.htm?id=403688536,,,,1,1,https://www.wrike.com/open.htm?id=403688539,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=479986483,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=403688542,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=448997530,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=448995548,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=448995552,,,,1,1,https://www.wrike.com/open.htm?id=448995560,,,,1,1,https://www.wrike.com/open.htm?id=448995563,,,,1,1,https://www.wrike.com/open.htm?id=589198035,,,,1,1,https://www.wrike.com/open.htm?id=589198040,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=518798631,,,,2,1,https://www.wrike.com/open.htm?id=518798628,,,,0,0,,,,,2023-03-03 10:50:16
Billaud-1,IEACTCKNI4MA7S2E,ECO-18,https://www.wrike.com/open.htm?id=403688260,PC,CONGARD Kévin,2018-10-12,2022-01-12,2019-05-14,2022-10-10,2021-03-25,2020-08-28,,,,,2022-05-14,2022-12-23,Obligation d'achat S17,2020-05-05,,2019-12-30,,2020-07-17,,2020-07-28,2022-03-30,2022-11-17,,2022-01-12,2021-04-16,1,1,https://www.wrike.com/open.htm?id=403689627,,,,1,1,https://www.wrike.com/open.htm?id=403689638,,,,1,1,https://www.wrike.com/open.htm?id=475570784,,,,1,1,https://www.wrike.com/open.htm?id=418817216,,,,1,1,https://www.wrike.com/open.htm?id=418817214,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=479986425,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=418817219,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=418817202,,,,1,1,https://www.wrike.com/open.htm?id=418817199,,,,2,1,https://www.wrike.com/open.htm?id=479986431,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=448997621,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=448995708,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=448995709,,,,1,1,https://www.wrike.com/open.htm?id=448995713,,,,1,1,https://www.wrike.com/open.htm?id=448995714,,,,1,1,https://www.wrike.com/open.htm?id=589198258,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=518798839,,,,1,0,https://www.wrike.com/open.htm?id=518798831,,,,0,0,,,,,2023-03-03 10:50:16
Blanc-A,IEACTCKNI4MA7S2F,ECO-18,https://www.wrike.com/open.htm?id=403688261,PC,CONGARD Kévin,2018-09-11,2021-01-28,2019-04-22,2021-04-20,2020-11-24,,,,,,2022-04-22,2022-02-07,Obligation d'achat S17,2019-07-24,,2019-06-26,,2019-12-12,,2020-03-11,2021-12-30,2022-01-14,2022-10-18,2021-01-28,2021-08-12,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=403689730,,,,1,1,https://www.wrike.com/open.htm?id=475570777,,,,1,1,https://www.wrike.com/open.htm?id=403688611,,,,1,1,https://www.wrike.com/open.htm?id=403688614,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=479986404,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=403688617,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=448997651,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=448995745,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=448995746,,,,1,1,https://www.wrike.com/open.htm?id=448995760,,,,1,1,https://www.wrike.com/open.htm?id=448995764,,,,1,1,https://www.wrike.com/open.htm?id=589198281,,,,1,1,https://www.wrike.com/open.htm?id=589198282,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=518798905,,,,2,1,https://www.wrike.com/open.htm?id=518798902,,,,0,0,,,,,2023-03-03 10:50:16
Blanc-Gras-1,IEACTCKNI4MA7S2G,ECO-18,https://www.wrike.com/open.htm?id=403688262,PC,CONGARD Kévin,2018-01-29,2021-06-23,2019-04-09,,2021-03-31,,,,,,2022-04-09,,Obligation d'achat S17,2020-02-10,,2020-02-10,,2020-03-05,,2020-05-27,2022-05-12,,,2021-03-10,2022-04-05,1,1,https://www.wrike.com/open.htm?id=403689805,,,,1,1,https://www.wrike.com/open.htm?id=403689819,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=403688647,,,,1,1,https://www.wrike.com/open.htm?id=403688650,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=403688652,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=403688653,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=448997684,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=448995786,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=448995787,,,,1,1,https://www.wrike.com/open.htm?id=448995791,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=928176669,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
